0.10, 8
0.20, 8
0.30, 9
0.40, 7
0.50, 8
0.60, 6
0.70, 8
0.80, 7
0.90, 8
1.00, 8
1.10, 6
1.20, 7
1.30, 7
1.40, 7
1.50, 7
1.60, 8
1.70, 8
1.80, 9
1.90, 7
2.00, 6
2.10, 6
2.20, 5
2.30, 7
2.40, 6
2.50, 6
2.60, 8
2.70, 8
2.80, 7
2.90, 6
3.00, 8
3.10, 8
3.20, 6
3.30, 8
3.40, 7
3.50, 8
3.60, 7
3.70, 7
3.80, 6
3.90, 8
4.00, 7
4.10, 6
4.20, 7
4.30, 8
4.40, 8
4.50, 8
4.60, 6
4.70, 8
4.80, 7
4.90, 7
5.00, 7
5.10, 7
5.20, 7
5.30, 7
5.40, 6
5.50, 8
5.60, 6
5.70, 8
5.80, 7
5.90, 8
6.00, 7
6.10, 6
6.20, 8
6.30, 6
6.40, 7
6.50, 8
6.60, 7
6.70, 7
6.80, 8
6.90, 6
7.00, 7
7.10, 8
7.20, 6
7.30, 6
7.40, 8
7.50, 8
7.60, 6
7.70, 6
7.80, 7
7.90, 7
8.00, 5
8.10, 5
8.20, 7
8.30, 7
8.40, 8
8.50, 7
8.60, 7
8.70, 7
8.80, 7
8.90, 7
9.00, 8
9.10, 7
9.20, 6
9.30, 7
9.40, 8
9.50, 7
9.60, 5
9.70, 7
9.80, 7
9.90, 7
10.00, 7
10.10, 8
10.20, 8
10.30, 7
10.40, 8
10.50, 5
10.60, 9
10.70, 7
10.80, 9
10.90, 7
11.00, 8
11.10, 7
11.20, 6
11.30, 8
11.40, 8
11.50, 7
11.60, 7
11.70, 7
11.80, 7
11.90, 7
12.00, 8
12.10, 8
12.20, 7
12.30, 7
12.40, 6
12.50, 6
12.60, 7
12.70, 8
12.80, 6
12.90, 7
13.00, 7
13.10, 7
13.20, 8
13.30, 7
13.40, 8
13.50, 6
13.60, 7
13.70, 8
13.80, 7
13.90, 6
14.00, 6
14.10, 5
14.20, 6
14.30, 6
14.40, 7
14.50, 8
14.60, 7
14.70, 6
14.80, 7
14.90, 7
15.00, 8
15.10, 7
15.20, 6
15.30, 7
15.40, 6
15.50, 6
15.60, 8
15.70, 7
15.80, 8
15.90, 7
16.00, 6
16.10, 5
16.20, 8
16.30, 8
16.40, 6
16.50, 6
16.60, 7
16.70, 7
16.80, 7
16.90, 9
17.00, 7
17.10, 7
17.20, 6
17.30, 7
17.40, 8
17.50, 7
17.60, 5
17.70, 7
17.80, 7
17.90, 7
18.00, 6
18.10, 8
18.20, 7
18.30, 7
18.40, 7
18.50, 6
18.60, 7
18.70, 6
18.80, 7
18.90, 5
19.00, 6
19.10, 8
19.20, 6
19.30, 8
19.40, 8
19.50, 7
19.60, 6
19.70, 6
19.80, 8
19.90, 9
20.00, 7
